"STUDY_ID","EVENT_ID","STAT_ID","STAT_ARRIV","DEPTH","PAR_SURFACE","PAR_DEPTH","CONDTVY","SAL","SIGMA_T","TEMP","TRANS","DISS_OXYGEN","O2_PCT_SAT","CHLA_FLU_CALIB","CHLA_FLU_RAW","PH"
"BWQM","WN241","F23",08-FEB-2024 08:04:11,14.5,,0.57553,27.872,29.86,23.738,3.5752,1.5456,10.745,99.22,0.3916,0.87182,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,15,,0.466,27.895,29.88,23.752,3.5841,1.5539,10.743,99.2,0.4026,0.87819,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,15.5,,0.36391,27.899,29.883,23.755,3.5851,1.5482,10.743,99.2,0.3844,0.86769,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,16,,0.30644,27.903,29.885,23.757,3.5867,1.5495,10.741,99.18,0.3745,0.86192,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,16.5,,0.2562,27.914,29.894,23.763,3.5922,1.555,10.741,99.27,0.3967,0.87482,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,17,,0.21026,27.921,29.898,23.766,3.5961,1.5449,10.741,99.27,0.3871,0.86927,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,17.5,,0.16874,27.98,29.94,23.796,3.6268,1.544,10.731,99.27,0.3844,0.86769,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,18,,0.13592,28.009,29.958,23.81,3.6431,1.5474,10.727,99.23,0.3994,0.87632,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,18.5,,0.11123,28.021,29.966,23.815,3.6502,1.5378,10.73,99.35,0.4006,0.87707,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,19,,0.090351,28.034,29.974,23.821,3.6569,1.5393,10.729,99.34,0.3996,0.87644,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,19.5,,0.073425,28.046,29.983,23.828,3.663,1.5854,10.728,99.33,0.3777,0.86375,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,20,,0.060734,28.075,30.003,23.843,3.6779,1.6598,10.717,99.32,0.418,0.88712,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,20.5,,0.049188,28.091,30.014,23.85,3.6859,1.6499,10.717,99.32,0.3965,0.87469,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,21,,0.038266,28.102,30.021,23.855,3.6924,1.6745,10.713,99.29,0.4032,0.87857,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,21.5,,,28.104,30.022,23.856,3.6932,1.7297,10.71,99.26,0.3919,0.87207,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,22,,,28.103,30.022,23.856,3.6918,1.767,10.708,99.24,0.4026,0.87819,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,22.5,,,28.104,30.023,23.857,3.6929,1.832,10.705,99.21,0.44,0.89972,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,23,,0.016024,28.123,30.036,23.867,3.7017,1.8529,10.696,99.22,0.3996,0.87644,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,23.5,,0.01314,28.197,30.09,23.906,3.7378,1.835,10.684,99.2,0.4269,0.89219,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,24,,,28.207,30.097,23.911,3.7431,1.8653,10.683,99.19,0.4391,0.89919,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,24.5,,,28.202,30.093,23.908,3.7402,1.9469,10.683,99.19,0.4528,0.90707,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,25,,,28.275,30.148,23.949,3.7725,1.9157,10.667,99.14,0.462,0.91232,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,25.5,,0.0059133,28.292,30.16,23.958,3.7818,1.9276,10.663,99.19,0.5121,0.94082,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,26,,,28.242,30.121,23.929,3.7599,2.056,10.669,99.15,0.4764,0.92057,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,26.5,,,28.306,30.168,23.964,3.79,2.2156,10.652,99.09,0.4574,0.90969,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,27,,,28.32,30.178,23.971,3.7964,2.2941,10.649,99.06,0.5066,0.9377,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,27.5,,,28.312,30.172,23.967,3.793,2.3281,10.639,98.97,0.5051,0.93682,
"BWQM","WN241","N01",08-FEB-2024 08:49:54,1,1017.1,245.27,,,,,,,,,,
"BWQM","WN241","N01",08-FEB-2024 08:49:54,1.5,1004.1,201.77,,,,,,,,,,
"BWQM","WN241","N01",08-FEB-2024 08:49:54,2,994.48,166.05,28.253,30.145,23.948,3.7604,0.98899,10.782,100.2,1.1436,1.0929,8.2759
"BWQM","WN241","N01",08-FEB-2024 08:49:54,2.5,998.9,137.96,28.258,30.146,23.948,3.7658,0.99246,10.784,100.22,1.1227,1.1217,8.2756
"BWQM","WN241","N01",08-FEB-2024 08:49:54,3,1000.6,114.94,28.31,30.154,23.949,3.8232,0.99039,10.772,100.3,1.2463,1.2208,8.2751
"BWQM","WN241","N01",08-FEB-2024 08:49:54,3.5,997.42,99.331,28.321,30.156,23.95,3.8349,0.98614,10.777,100.34,1.2662,1.2708,8.2747
"BWQM","WN241","N01",08-FEB-2024 08:49:54,4,1000.7,81.224,28.333,30.159,23.951,3.8462,0.98111,10.776,100.34,1.3065,1.3315,8.275
"BWQM","WN241","N01",08-FEB-2024 08:49:54,4.5,1013.8,69.734,28.338,30.159,23.951,3.8515,0.98003,10.777,100.34,1.3165,1.3628,8.2755
"BWQM","WN241","N01",08-FEB-2024 08:49:54,5,994.88,65.42,28.335,30.159,23.951,3.8487,0.9668,10.776,100.34,1.3973,1.4021,8.2753
"BWQM","WN241","N01",08-FEB-2024 08:49:54,5.5,1003.2,52.973,28.338,30.16,23.951,3.8507,0.97075,10.773,100.31,1.4687,1.4365,8.2766
"BWQM","WN241","N01",08-FEB-2024 08:49:54,6,990.71,46.145,28.332,30.159,23.951,3.8442,0.97158,10.773,100.31,1.4762,1.44,8.275
"BWQM","WN241","N01",08-FEB-2024 08:49:54,6.5,989.88,41.86,28.324,30.157,23.951,3.8355,0.97003,10.777,100.34,1.3697,1.3888,8.2775
"BWQM","WN241","N01",08-FEB-2024 08:49:54,7,985.16,34.286,28.327,30.158,23.951,3.8383,0.96311,10.773,100.31,1.445,1.4251,8.275
"BWQM","WN241","N01",08-FEB-2024 08:49:54,7.5,993.59,31.457,28.328,30.158,23.951,3.8386,0.96587,10.771,100.29,1.4225,1.4142,8.2755
"BWQM","WN241","N01",08-FEB-2024 08:49:54,8,984.6,26.396,28.33,30.158,23.951,3.8412,0.96058,10.77,100.28,1.3495,1.3789,8.2744
"BWQM","WN241","N01",08-FEB-2024 08:49:54,8.5,988.89,24.079,28.332,30.158,23.951,3.8438,0.95981,10.772,100.3,1.092,1.251,8.2734
"BWQM","WN241","N01",08-FEB-2024 08:49:54,9,987.33,21.014,28.339,30.16,23.952,3.8492,0.9564,10.77,100.28,1.14,1.2752,8.2732
"BWQM","WN241","N01",08-FEB-2024 08:49:54,9.5,978.06,18.552,28.369,30.172,23.959,3.8747,0.96331,10.761,100.29,1.0766,1.2431,8.2724
"BWQM","WN241","N01",08-FEB-2024 08:49:54,10,986.5,15.815,28.379,30.177,23.962,3.8818,0.96018,10.761,100.29,0.9459,1.1759,8.2714
"BWQM","WN241","N01",08-FEB-2024 08:49:54,10.5,984.88,14.247,28.375,30.177,23.963,3.8765,0.95517,10.768,100.35,0.9439,1.1748,8.2712
"BWQM","WN241","N01",08-FEB-2024 08:49:54,11,982.08,12.189,28.375,30.177,23.963,3.8758,0.9516,10.762,100.3,1.0048,1.2063,8.2718
"BWQM","WN241","N01",08-FEB-2024 08:49:54,11.5,980.15,10.791,28.405,30.192,23.973,3.8978,0.94622,10.749,100.27,1.0074,1.2076,8.2711
"BWQM","WN241","N01",08-FEB-2024 08:49:54,12,985.79,9.2138,28.445,30.21,23.984,3.9294,0.9528,10.747,100.35,0.9137,1.1591,8.2714
"BWQM","WN241","N01",08-FEB-2024 08:49:54,12.5,985.33,8.4362,28.459,30.217,23.99,3.938,0.95152,10.743,100.31,0.8997,1.1517,8.2712
"BWQM","WN241","N01",08-FEB-2024 08:49:54,13,972.16,7.5397,28.491,30.236,24.003,3.9586,0.95347,10.74,100.37,0.9013,1.1525,8.2709
"BWQM","WN241","N01",08-FEB-2024 08:49:54,13.5,980.34,6.6491,28.541,30.262,24.02,3.9941,0.954,10.728,100.36,1.0375,1.2231,8.27
"BWQM","WN241","N01",08-FEB-2024 08:49:54,14,970.98,5.6931,28.577,30.28,24.032,4.0188,0.93012,10.723,100.4,0.9038,1.1538,8.2708
"BWQM","WN241","N01",08-FEB-2024 08:49:54,14.5,976.57,5.0955,28.582,30.282,24.034,4.023,0.93045,10.723,100.4,0.8938,1.1486,8.2702
"BWQM","WN241","N01",08-FEB-2024 08:49:54,15,970.95,4.3302,28.586,30.284,24.034,4.0264,0.93551,10.716,100.34,0.8858,1.1444,8.2717
"BWQM","WN241","N01",08-FEB-2024 08:49:54,15.5,962.81,3.7181,28.592,30.286,24.036,4.0312,0.93153,10.709,100.27,0.8045,1.1013,8.271
"BWQM","WN241","N01",08-FEB-2024 08:49:54,16,971.79,3.3433,28.592,30.293,24.042,4.0236,0.92879,10.702,100.21,0.8259,1.1127,8.2694
"BWQM","WN241","N01",08-FEB-2024 08:49:54,16.5,963.25,2.9207,28.592,30.296,24.044,4.0194,0.92522,10.698,100.17,0.8667,1.1343,8.2704
"BWQM","WN241","N01",08-FEB-2024 08:49:54,17,971.1,2.5699,28.597,30.301,24.048,4.0206,0.91441,10.689,100.08,0.8818,1.1423,8.2708
"BWQM","WN241","N01",08-FEB-2024 08:49:54,17.5,956.26,2.2151,28.652,30.324,24.063,4.0636,0.91245,10.674,100.04,0.8858,1.1444,8.2706
"BWQM","WN241","N01",08-FEB-2024 08:49:54,18,951.11,1.9439,28.6,30.297,24.045,4.027,0.88402,10.688,100.07,0.9188,1.1617,8.2701
"BWQM","WN241","N01",08-FEB-2024 08:49:54,18.5,966.25,1.7304,28.672,30.336,24.072,4.0755,0.88503,10.675,100.14,0.8971,1.1503,8.2691
"BWQM","WN241","N01",08-FEB-2024 08:49:54,19,961.8,1.5343,28.658,30.335,24.072,4.0596,0.87776,10.679,100.08,0.8407,1.1206,8.27
"BWQM","WN241","N01",08-FEB-2024 08:49:54,19.5,964.62,1.3896,28.634,30.319,24.061,4.0451,0.86726,10.686,100.15,0.9238,1.1643,8.2701
"BWQM","WN241","N01",08-FEB-2024 08:49:54,20,963.16,1.2037,28.679,30.378,24.108,4.0392,0.87666,10.681,100.1,0.8401,1.1202,8.2707
"BWQM","WN241","N01",08-FEB-2024 08:49:54,20.5,967.46,1.0896,28.766,30.412,24.128,4.1118,0.91689,10.66,100.09,0.8065,1.1024,8.2704
"BWQM","WN241","N01",08-FEB-2024 08:49:54,21,967.71,0.95485,28.773,30.414,24.129,4.1178,0.97232,10.66,100.09,0.8261,1.1129,8.2694
"BWQM","WN241","N01",08-FEB-2024 08:49:54,21.5,972.61,0.82352,28.831,30.452,24.156,4.1492,0.9861,10.653,100.12,0.7507,1.0725,8.2664
"BWQM","WN241","N01",08-FEB-2024 08:49:54,22,962.92,0.73643,28.83,30.454,24.158,4.1471,1.0171,10.654,100.13,0.8065,1.1024,8.2654
"BWQM","WN241","N01",08-FEB-2024 08:49:54,22.5,978.61,0.65782,28.819,30.446,24.152,4.141,1.0406,10.651,100.1,0.7328,1.0628,8.2656
"BWQM","WN241","N01",08-FEB-2024 08:49:54,23,987,0.56487,28.864,30.476,24.174,4.1644,1.0683,10.633,100.03,0.7587,1.0768,8.2663
"BWQM","WN241","N01",08-FEB-2024 08:49:54,23.5,995.65,0.48682,28.897,30.498,24.19,4.1809,1.0843,10.621,99.92,0.7206,1.0562,8.2624
"BWQM","WN241","N01",08-FEB-2024 08:49:54,24,995.15,0.42556,28.892,30.494,24.187,4.1786,1.0768,10.615,99.86,0.6383,1.0112,8.2614
"BWQM","WN241","N01",08-FEB-2024 08:49:54,24.5,997.83,0.38181,28.927,30.517,24.204,4.1978,1.0727,10.601,99.82,0.6262,1.0046,8.2613
"BWQM","WN241","N01",08-FEB-2024 08:49:54,25,981.15,0.32309,28.919,30.512,24.2,4.1938,1.0584,10.592,99.74,0.566,0.97112,8.2604
"BWQM","WN241","N01",08-FEB-2024 08:49:54,25.5,987.54,0.27746,28.976,30.547,24.224,4.2276,1.0658,10.573,99.65,0.6877,1.0383,8.26
"BWQM","WN241","N01",08-FEB-2024 08:49:54,26,984.88,0.24276,28.981,30.55,24.226,4.2305,1.0658,10.559,99.52,0.5811,0.97952,8.2592
"BWQM","WN241","N01",08-FEB-2024 08:49:54,26.5,997.45,0.2135,29.001,30.561,24.234,4.242,1.0589,10.548,99.42,0.5615,0.96857,8.2584
"BWQM","WN241","N01",08-FEB-2024 08:49:54,27,993.64,0.18692,29.036,30.582,24.249,4.2629,1.0586,10.539,99.42,0.647,1.016,8.2586
"BWQM","WN241","N01",08-FEB-2024 08:49:54,27.5,984.35,0.16252,29.101,30.623,24.278,4.3006,1.0653,10.516,99.3,0.5642,0.97007,8.2592
"BWQM","WN241","N01",08-FEB-2024 08:49:54,28,958.16,0.13721,29.125,30.638,24.289,4.3133,1.056,10.513,99.37,0.5468,0.96032,8.2573
"BWQM","WN241","N01",08-FEB-2024 08:49:54,28.5,962.41,0.11794,29.148,30.653,24.299,4.326,1.0289,10.5,99.24,0.5345,0.95345,8.2575
"BWQM","WN241","N01",08-FEB-2024 08:49:54,29,961.56,0.10242,29.202,30.687,24.323,4.3569,1.0455,10.486,99.21,0.5566,0.96587,8.2567
"BWQM","WN241","N01",08-FEB-2024 08:49:54,29.5,969.82,0.088529,29.181,30.674,24.314,4.3446,1.0575,10.488,99.22,0.583,0.98057,8.259
"BWQM","WN241","N01",08-FEB-2024 08:49:54,30,951.26,0.076256,29.214,30.692,24.327,4.3653,1.0904,10.473,99.18,0.533,0.95257,8.2573
"BWQM","WN241","N01",08-FEB-2024 08:49:54,30.5,,,29.225,30.697,24.329,4.3736,1.1389,10.461,99.06,0.6248,1.0038,8.2571
"BWQM","WN241","N01",08-FEB-2024 08:49:54,31,,,29.239,30.705,24.335,4.383,1.1953,10.43,98.77,0.6685,1.0278,8.2573
"BWQM","WN241","N04",08-FEB-2024 09:30:33,1,1260.5,407.96,,,,,,,,,,
"BWQM","WN241","N04",08-FEB-2024 09:30:33,1.5,1260.6,325.2,,,,,,,,,,
"BWQM","WN241","N04",08-FEB-2024 09:30:33,2,1273.3,277.2,29.276,30.769,24.386,4.3757,0.9242,10.502,99.45,0.9289,0.87032,8.2653
"BWQM","WN241","N04",08-FEB-2024 09:30:33,2.5,1279.6,231.1,29.246,30.756,24.378,4.3517,0.92211,10.512,99.55,0.9204,0.89832,8.2644
"BWQM","WN241","N04",08-FEB-2024 09:30:33,3,1273.8,199.17,29.21,30.741,24.37,4.3227,0.92323,10.514,99.47,0.7695,0.85667,8.2608
"BWQM","WN241","N04",08-FEB-2024 09:30:33,3.5,1274.8,168.39,29.217,30.749,24.375,4.3226,0.92367,10.513,99.46,0.8556,0.93157,8.2608
"BWQM","WN241","N04",08-FEB-2024 09:30:33,4,1278,153.09,29.246,30.765,24.386,4.3411,0.92531,10.505,99.39,0.9553,1.0138,8.2607
"BWQM","WN241","N04",08-FEB-2024 09:30:33,4.5,1283.3,130.45,29.331,30.802,24.409,4.4071,0.90986,10.489,99.42,1.1785,1.1565,8.264
"BWQM","WN241","N04",08-FEB-2024 09:30:33,5,1268.8,115.91,29.404,30.829,24.425,4.4679,0.87697,10.478,99.51,1.3242,1.2615,8.2681
"BWQM","WN241","N04",08-FEB-2024 09:30:33,5.5,1270.7,98.676,29.448,30.845,24.434,4.5052,0.84816,10.48,99.62,1.4458,1.3554,8.2696
"BWQM","WN241","N04",08-FEB-2024 09:30:33,6,1256.1,85.516,29.444,30.843,24.433,4.5021,0.84595,10.491,99.72,1.4605,1.3997,8.2696
"BWQM","WN241","N04",08-FEB-2024 09:30:33,6.5,1259.3,77.345,29.455,30.848,24.436,4.5105,0.83674,10.494,99.75,1.3852,1.3962,8.2695
"BWQM","WN241","N04",08-FEB-2024 09:30:33,7,1262.9,70.236,29.441,30.843,24.433,4.4988,0.83095,10.498,99.79,1.456,1.4303,8.2704
"BWQM","WN241","N04",08-FEB-2024 09:30:33,7.5,1255.4,61.218,29.474,30.855,24.439,4.5269,0.82895,10.492,99.83,1.3436,1.3761,8.2695
"BWQM","WN241","N04",08-FEB-2024 09:30:33,8,1245.3,54.336,29.476,30.855,24.439,4.5288,0.83235,10.493,99.84,1.5758,1.4872,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,8.5,1255.5,48.116,29.483,30.857,24.44,4.5345,0.82895,10.494,99.85,1.5147,1.4584,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,9,1236.9,43.152,29.477,30.855,24.439,4.529,0.82464,10.499,99.9,1.4772,1.4405,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,9.5,1258.9,39.806,29.492,30.859,24.441,4.5427,0.82117,10.494,99.85,1.5666,1.4829,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,10,1265.9,35.063,29.491,30.859,24.441,4.5417,0.82456,10.496,99.87,1.4615,1.433,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,10.5,1261.3,31.231,29.493,30.86,24.442,4.5429,0.82177,10.494,99.85,1.4905,1.4468,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,11,1249.2,27.064,29.497,30.861,24.442,4.5468,0.83494,10.491,99.82,1.5423,1.4715,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,11.5,1238.6,24.761,29.495,30.86,24.442,4.544,0.8244,10.491,99.82,1.2609,1.3355,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,12,1243.6,21.477,29.495,30.861,24.442,4.5432,0.82321,10.489,99.8,1.3508,1.3796,8.2675
"BWQM","WN241","N04",08-FEB-2024 09:30:33,12.5,1257.2,19.736,29.496,30.861,24.442,4.5436,0.82377,10.487,99.78,1.4304,1.4181,8.2662
"BWQM","WN241","N04",08-FEB-2024 09:30:33,13,1234.2,18.104,29.495,30.861,24.443,4.5424,0.82716,10.488,99.79,1.3901,1.3986,8.2688
"BWQM","WN241","N04",08-FEB-2024 09:30:33,13.5,1236.3,16.267,29.497,30.862,24.443,4.5437,0.8152,10.486,99.77,1.2733,1.3415,8.2682
"BWQM","WN241","N04",08-FEB-2024 09:30:33,14,1216.3,14.143,29.497,30.862,24.443,4.5437,0.81729,10.485,99.76,1.316,1.3625,8.2658
"BWQM","WN241","N04",08-FEB-2024 09:30:33,14.5,1241.5,12.626,29.498,30.862,24.443,4.5437,0.83235,10.484,99.75,1.1982,1.3043,8.2662
"BWQM","WN241","N04",08-FEB-2024 09:30:33,15,1227,11.487,29.498,30.863,24.444,4.5439,0.84035,10.485,99.76,1.2412,1.3258,8.2658
"BWQM","WN241","N04",08-FEB-2024 09:30:33,15.5,1207.6,10.43,29.499,30.863,24.444,4.544,0.85147,10.482,99.73,1.2044,1.3074,8.267
"BWQM","WN241","N04",08-FEB-2024 09:30:33,16,1210.9,9.3451,29.499,30.863,24.444,4.5444,0.8485,10.483,99.74,1.2303,1.3203,8.2659
"BWQM","WN241","N04",08-FEB-2024 09:30:33,16.5,1205.8,8.2794,29.5,30.864,24.445,4.5443,0.85327,10.48,99.71,1.5618,1.4807,8.2634
"BWQM","WN241","N04",08-FEB-2024 09:30:33,17,1209.4,7.4925,29.501,30.864,24.445,4.5448,0.85263,10.48,99.71,1.1344,1.2723,8.2666
"BWQM","WN241","N04",08-FEB-2024 09:30:33,17.5,1196.3,6.6556,29.502,30.864,24.445,4.5459,0.84315,10.477,99.69,1.1353,1.2728,8.2742
"BWQM","WN241","N04",08-FEB-2024 09:30:33,18,1210.8,5.7647,29.502,30.864,24.445,4.5455,0.84095,10.478,99.7,1.1111,1.2606,8.2694
"BWQM","WN241","N04",08-FEB-2024 09:30:33,18.5,1209.3,5.3435,29.504,30.864,24.445,4.5468,0.84119,10.475,99.67,1.2206,1.3155,8.2674
"BWQM","WN241","N04",08-FEB-2024 09:30:33,19,1204.2,4.821,29.504,30.864,24.445,4.547,0.84696,10.478,99.7,1.1309,1.2707,8.2658
"BWQM","WN241","N04",08-FEB-2024 09:30:33,19.5,1196.4,4.321,29.504,30.864,24.445,4.5469,0.84535,10.476,99.68,1.125,1.2676,8.2678
"BWQM","WN241","N04",08-FEB-2024 09:30:33,20,1188.5,3.9285,29.507,30.865,24.446,4.5493,0.84535,10.473,99.74,1.0869,1.2483,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,20.5,1196.9,3.4151,29.507,30.866,24.446,4.5485,0.84695,10.468,99.7,1.1701,1.2903,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,21,1178.9,3.0678,29.506,30.865,24.446,4.547,0.84545,10.475,99.67,1.0739,1.2418,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,21.5,1164.2,2.7513,29.506,30.865,24.446,4.547,0.84415,10.476,99.68,1.1701,1.2903,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,22,1184.8,2.3819,29.507,30.866,24.446,4.5468,0.85057,10.475,99.67,1.1597,1.2851,8.2646
"BWQM","WN241","N04",08-FEB-2024 09:30:33,22.5,1186.4,2.1523,29.509,30.867,24.447,4.5489,0.84888,10.473,99.74,1.1492,1.2798,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,23,1175.5,1.9663,29.509,30.867,24.447,4.5485,0.85117,10.474,99.75,1.0252,1.2168,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,23.5,1164.3,1.7219,29.519,30.87,24.448,4.5579,0.84936,10.472,99.73,1.0252,1.2168,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,24,1170.1,1.5255,29.525,30.871,24.449,4.5633,0.85249,10.468,99.7,1.0252,1.2168,8.2635
"BWQM","WN241","N04",08-FEB-2024 09:30:33,24.5,1169.3,1.3438,29.528,30.872,24.449,4.5662,0.85207,10.468,99.7,1.0405,1.2247,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,25,1159.7,1.2079,29.523,30.87,24.448,4.5607,0.85057,10.468,99.7,1.0972,1.2536,8.2629
"BWQM","WN241","N04",08-FEB-2024 09:30:33,25.5,1169.3,1.0773,29.537,30.875,24.451,4.5729,0.8584,10.467,99.69,1.2651,1.3376,8.2644
"BWQM","WN241","N04",08-FEB-2024 09:30:33,26,1146.5,0.95917,29.537,30.875,24.45,4.5738,0.85538,10.465,99.67,1.0416,1.2252,8.2644
"BWQM","WN241","N04",08-FEB-2024 09:30:33,26.5,1146.7,0.8697,29.533,30.874,24.45,4.5688,0.85201,10.47,99.71,1.1159,1.263,8.2645
"BWQM","WN241","N04",08-FEB-2024 09:30:33,27,1158.7,0.7793,29.541,30.877,24.452,4.5756,0.85056,10.467,99.69,1.0748,1.2422,8.2652
"BWQM","WN241","N04",08-FEB-2024 09:30:33,27.5,1147.7,0.70569,29.543,30.876,24.451,4.5788,0.8549,10.467,99.69,1.0395,1.2242,8.2644
