"STUDY_ID","EVENT_ID","STAT_ID","STAT_ARRIV","DEPTH","ORDERED_DEPTH_CODE","METH_CODE","SPEC_CODE","LOWEST_TAXON","GROUP_ID","DESCR","SPEC_QUAL","IND_PER_M3"
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",40.241
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",321.93
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",412.47
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","C",291.75
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",291.75
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","C",694.16
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",281.69
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6118200203","SPECIES","COPEPOD","Eurytemora herdmani","U",10.06
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","U",120.72
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,19,"Z","PCC_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",130.78
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",48.827
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",97.654
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","U",126.95
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",68.358
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118160207","SPECIES","COPEPOD","Metridia lucens","U",9.7654
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",136.72
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","C",78.123
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",78.123
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",195.31
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",253.9
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","C",1132.8
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,19,"Z","PCC_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","U",9.7654
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",3965.1
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",19.248
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",192.48
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",19.248
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",981.65
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",38.496
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",96.241
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",134.74
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",577.44
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",19.248
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",173.23
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",38.496
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",635.19
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",192.48
"BWQM","WN241","N18",08-FEB-2024 11:45:45,25,"Z","COU_ZO","6175SPP","ORDER","OTHER (ZOO)","Decapoda","L",19.248
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",4384.7
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",16.864
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",33.729
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",16.864
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",151.78
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",101.19
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",168.64
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",590.25
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6118200303","SPECIES","COPEPOD","Temora longicornis","F",16.864
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",50.593
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",1264.8
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",421.61
"BWQM","WN241","N07",08-FEB-2024 12:38:41,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",50.593
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","51SPP","CLASS","OTHER (ZOO)","Gastropoda","V",17.927
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",8927.7
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",143.42
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",35.854
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6118040101","SPECIES","COPEPOD","Paracalanus parvus","C",107.56
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",17.927
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",161.34
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",215.13
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",17.927
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",250.98
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",107.56
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",1738.9
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",17.927
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6119SPP","ORDER","COPEPOD","Harpacticoida","C",17.927
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",322.69
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",1703.1
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",35.854
"BWQM","WN241","F15",08-FEB-2024 13:09:47,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",35.854
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","51SPP","CLASS","OTHER (ZOO)","Gastropoda","L",2.1884
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","M",2.1884
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",41.58
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",2.1884
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","U",26.261
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",6.5652
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118160207","SPECIES","COPEPOD","Metridia lucens","U",10.942
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",26.261
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",28.449
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","C",26.261
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",122.55
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","C",354.52
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",144.43
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","51SPP","CLASS","OTHER (ZOO)","Gastropoda","V",18.054
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",5380
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",18.054
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",18.054
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",72.214
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6118160207","SPECIES","COPEPOD","Metridia lucens","F",18.054
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",90.268
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",18.054
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",108.32
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",54.161
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",722.14
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",18.054
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",866.57
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",288.86
"BWQM","WN241","F10",08-FEB-2024 13:51:59,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",523.55
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","55SPP","CLASS","OTHER (ZOO)","Bivalvia","V",88.52
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",4709.3
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",35.408
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",17.704
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",35.408
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",17.704
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",283.26
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6118160207","SPECIES","COPEPOD","Metridia lucens","C",17.704
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",35.408
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",159.34
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",212.45
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",460.3
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",35.408
"BWQM","WN241","F06",08-FEB-2024 14:29:05,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",194.74
